,group,variable,month,< de 1 año,< de 1 año,1 a menor de 2 años,1 a menor de 2 años,2 a menor de 5 años,2 a menor de 5 años,TOTALES,TOTALES,TOTALES
TIPUANI,talla para la edad (t/e),talla baja (tb),2009-01-01,2,2,1,5,5,5,8,12,20
TIQUIPAYA,talla para la edad (t/e),talla baja (tb),2009-01-01,5,2,2,4,9,10,16,16,32
TIRAQUE (CBBA),talla para la edad (t/e),talla baja (tb),2009-01-01,12,8,18,16,15,21,45,45,90
TITO YUPANQUI (PARQUIPUJIO),talla para la edad (t/e),talla baja (tb),2009-01-01,0,0,2,0,1,1,3,1,4
TOCO,talla para la edad (t/e),talla baja (tb),2009-01-01,1,2,4,7,0,2,5,11,16
TOLATA,talla para la edad (t/e),talla baja (tb),2009-01-01,0,2,1,1,1,0,2,3,5
TOLEDO,talla para la edad (t/e),talla baja (tb),2009-01-01,1,0,2,1,1,1,4,2,6
TOMAVE,talla para la edad (t/e),talla baja (tb),2009-01-01,3,8,7,10,11,22,21,40,61
TOMINA,talla para la edad (t/e),talla baja (tb),2009-01-01,9,7,27,15,108,96,144,118,262
TORO TORO,talla para la edad (t/e),talla baja (tb),2009-01-01,8,7,13,14,27,28,48,49,97
TOTORA(CBBA),talla para la edad (t/e),talla baja (tb),2009-01-01,3,3,8,6,5,5,16,14,30
TOTORA(ORR),talla para la edad (t/e),talla baja (tb),2009-01-01,4,0,5,3,4,7,13,10,23
TRIGAL,talla para la edad (t/e),talla baja (tb),2009-01-01,0,0,2,1,1,0,3,1,4
TRINIDAD,talla para la edad (t/e),talla baja (tb),2009-01-01,47,45,50,57,49,44,146,146,292
TUPIZA,talla para la edad (t/e),talla baja (tb),2009-01-01,20,25,37,31,70,62,127,118,245
TURCO,talla para la edad (t/e),talla baja (tb),2009-01-01,4,1,8,5,9,4,21,10,31
UMALA,talla para la edad (t/e),talla baja (tb),2009-01-01,0,3,4,3,3,6,7,12,19
UNCIA,talla para la edad (t/e),talla baja (tb),2009-01-01,28,13,39,28,44,37,111,78,189
URIONDO (A. CONCEPCION),talla para la edad (t/e),talla baja (tb),2009-01-01,3,7,6,10,6,4,15,21,36
UYUNI,talla para la edad (t/e),talla baja (tb),2009-01-01,4,3,7,7,7,14,18,24,42
VACAS,talla para la edad (t/e),talla baja (tb),2009-01-01,9,3,20,14,4,6,33,23,56
VALLEGRANDE,talla para la edad (t/e),talla baja (tb),2009-01-01,1,0,7,1,3,1,11,2,13
VIACHA,talla para la edad (t/e),talla baja (tb),2009-01-01,27,14,29,17,48,36,104,67,171
VILA VILA,talla para la edad (t/e),talla baja (tb),2009-01-01,14,15,21,15,32,30,67,60,127
VILLA MONTES,talla para la edad (t/e),talla baja (tb),2009-01-01,6,5,6,5,7,6,19,16,35
VILLA NUEVA (LOMA ALTA),talla para la edad (t/e),talla baja (tb),2009-01-01,1,0,0,0,0,0,1,0,1
VILLA RIVERO,talla para la edad (t/e),talla baja (tb),2009-01-01,0,1,0,3,1,0,1,4,5
VILLA SERRANO,talla para la edad (t/e),talla baja (tb),2009-01-01,30,8,26,35,72,65,128,108,236
VILLA TUNARI,talla para la edad (t/e),talla baja (tb),2009-01-01,30,35,47,45,60,50,137,130,267
VILLA VACA GUZMAN (MUYUPAMPA),talla para la edad (t/e),talla baja (tb),2009-01-01,3,1,2,4,8,9,13,14,27
VILLAZON,talla para la edad (t/e),talla baja (tb),2009-01-01,27,20,37,17,71,57,135,94,229
VINTO,talla para la edad (t/e),talla baja (tb),2009-01-01,1,0,5,7,1,3,7,10,17
VITICHI,talla para la edad (t/e),talla baja (tb),2009-01-01,7,6,12,16,37,27,56,49,105
WALDO BALLIVIAN,talla para la edad (t/e),talla baja (tb),2009-01-01,1,0,0,4,3,1,4,5,9
YACO,talla para la edad (t/e),talla baja (tb),2009-01-01,5,1,5,3,8,4,18,8,26
YACUIBA,talla para la edad (t/e),talla baja (tb),2009-01-01,12,11,16,31,42,37,70,79,149
YAMPARAEZ,talla para la edad (t/e),talla baja (tb),2009-01-01,8,7,35,20,88,78,131,105,236
YAPACANI,talla para la edad (t/e),talla baja (tb),2009-01-01,5,13,15,14,17,14,37,41,78
YOCALLA,talla para la edad (t/e),talla baja (tb),2009-01-01,5,1,4,6,3,2,12,9,21
YOTALA,talla para la edad (t/e),talla baja (tb),2009-01-01,2,4,16,10,33,40,51,54,105
YUNCHARA,talla para la edad (t/e),talla baja (tb),2009-01-01,16,8,21,10,31,32,68,50,118
ZUDAÑEZ,talla para la edad (t/e),talla baja (tb),2009-01-01,3,0,18,17,56,67,77,84,161
ACACIO,talla para la edad (t/e),talla baja (tb),2009-02-01,13,21,25,22,52,56,90,99,189
ACHACACHI,talla para la edad (t/e),talla baja (tb),2009-02-01,25,25,27,18,43,42,95,85,180
ACHOCALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,9,4,12,7,25,12,37
AIQUILE,talla para la edad (t/e),talla baja (tb),2009-02-01,20,12,39,34,53,43,112,89,201
ALALAY,talla para la edad (t/e),talla baja (tb),2009-02-01,9,5,4,5,18,13,31,23,54
ALCALA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,6,9,2,30,31,39,39,78
ANCORAIMES,talla para la edad (t/e),talla baja (tb),2009-02-01,10,4,8,13,33,25,51,42,93
ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,8,9,31,9,41,20,61
ANTEQUERA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,3,0,2,1,7,1,8
ANZALDO,talla para la edad (t/e),talla baja (tb),2009-02-01,2,8,4,8,1,5,7,21,28
APOLO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,10,9,21,26,37,37,74
ARAMPAMPA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,20,10,12,28,44,53,76,129
ARANI,talla para la edad (t/e),talla baja (tb),2009-02-01,3,4,7,3,16,19,26,26,52
ARBIETO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,7,5,16,12,27,18,45
ARQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,15,25,29,22,40,33,84,80,164
ASCENCION DE GUARAYOS,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,4,7,2,9,7,18,25
ATOCHA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,8,4,7,7,5,14,20,34
AUCAPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,2,1,9,7,19,12,31
AYATA,talla para la edad (t/e),talla baja (tb),2009-02-01,8,10,14,10,14,11,36,31,67
AYO AYO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,1,13,7,6,11,25,19,44
AYOPAYA (V. DE INDEPENDENCIA),talla para la edad (t/e),talla baja (tb),2009-02-01,11,8,26,26,19,29,56,63,119
AZURDUY,talla para la edad (t/e),talla baja (tb),2009-02-01,6,15,23,18,85,79,114,112,226
BATALLAS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,9,10,9,12,11,25,29,54
BAURES,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,2,2,3,4,5,9
BELEN DE ANDAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,1,2,3,5,6,7,13
BELEN DE URMIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,0,1,0,1,1
BELLA FLOR,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,3,4,2,6,5,11
BERMEJO,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,6,4,3,6,11,10,21
BETANZOS,talla para la edad (t/e),talla baja (tb),2009-02-01,27,13,73,55,92,74,192,142,334
BOLIVAR,talla para la edad (t/e),talla baja (tb),2009-02-01,24,7,39,20,18,22,81,49,130
BOLPEBRA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,0,2,2,5,2,7
BOYUIBE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,1,3,1,4,2,6
BUENA VISTA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,4,1,2,5,7,6,13,19
CABEZAS,talla para la edad (t/e),talla baja (tb),2009-02-01,5,0,8,0,7,6,20,6,26
CAIROMA,talla para la edad (t/e),talla baja (tb),2009-02-01,13,12,13,16,30,36,56,64,120
"CAIZA ""D""",talla para la edad (t/e),talla baja (tb),2009-02-01,14,17,28,19,21,22,63,58,121
CAJUATA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,4,5,3,11,10,20,17,37
CALACOTO,talla para la edad (t/e),talla baja (tb),2009-02-01,5,5,10,5,8,16,23,26,49
CALAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,8,8,8,27,18,42,34,76
CAMARGO,talla para la edad (t/e),talla baja (tb),2009-02-01,16,11,26,29,72,77,114,117,231
CAMATAQUI (C. VILLA ABECIA),talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,3,4,9,10,14,16,30
CAMIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,13,6,4,10,11,11,28,27,55
CAPINOTA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,4,16,16,15,21,36,41,77
CAQUIAVIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,8,6,12,17,28,27,55
CARACOLLO,talla para la edad (t/e),talla baja (tb),2009-02-01,10,5,16,16,4,11,30,32,62
CARANAVI,talla para la edad (t/e),talla baja (tb),2009-02-01,20,13,19,24,25,26,64,63,127
CARANGAS,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,1,1,0,1,1,2
CARAPARI,talla para la edad (t/e),talla baja (tb),2009-02-01,5,1,9,8,4,17,18,26,44
CARIPUYO,talla para la edad (t/e),talla baja (tb),2009-02-01,31,33,52,36,91,88,174,157,331
CATACORA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,9,2,10,8,20,11,31
CHACARILLA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,0,2,4,4,4,8
CHALLAPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,33,15,49,27,57,61,139,103,242
CHAQUI,talla para la edad (t/e),talla baja (tb),2009-02-01,8,7,5,14,9,10,22,31,53
CHARAGUA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,9,9,8,17,13,32,30,62
CHARAÑA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,0,0,0,1,0,1
CHAYANTA,talla para la edad (t/e),talla baja (tb),2009-02-01,16,16,24,19,26,32,66,67,133
CHIMORE,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,8,6,13,9,23,18,41
CHIPAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,0,0,2,4,6,5,11
CHOQUE COTA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,0,3,1,4,1,5
CHULUMANI (V. DE LA LIBERTAD),talla para la edad (t/e),talla baja (tb),2009-02-01,6,1,8,2,2,3,16,6,22
CHUMA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,13,11,23,17,43,32,75
CLIZA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,7,1,18,9,32,14,46
COBIJA,talla para la edad (t/e),talla baja (tb),2009-02-01,13,9,17,13,8,5,38,27,65
COIPASA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,0,1,0,1,1
COLCAPIRHUA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,8,7,4,2,13,10,23
"COLCHA ""K""",talla para la edad (t/e),talla baja (tb),2009-02-01,11,7,8,15,31,17,50,39,89
COLLANA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,1,0,2,2,3,5
COLOMI,talla para la edad (t/e),talla baja (tb),2009-02-01,6,4,22,8,13,15,41,27,68
COLQUECHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,48,44,118,71,44,38,210,153,363
COLQUENCHA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,5,2,4,11,10,18,19,37
COLQUIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,15,9,17,11,30,41,62,61,123
COMANCHE,talla para la edad (t/e),talla baja (tb),2009-02-01,6,4,6,2,10,4,22,10,32
COMARAPA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,3,9,3,6,11,25,17,42
COMBAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,0,3,1,5,3,8,11
CONCEPCION,talla para la edad (t/e),talla baja (tb),2009-02-01,1,4,16,2,9,16,26,22,48
COPACABANA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,1,0,3,3,6,5,11
CORIPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,0,8,2,9,6,20,26
CORO CORO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,3,7,5,4,1,17,9,26
COROICO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,6,3,5,4,12,8,20
CORQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,6,3,5,1,12,5,17
COTAGAITA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,6,17,20,33,28,60,54,114
COTOCA,talla para la edad (t/e),talla baja (tb),2009-02-01,36,20,24,18,33,36,93,74,167
CUATRO CAÑADAS,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,2,1,0,3,2,5
CUEVO,talla para la edad (t/e),talla baja (tb),2009-02-01,11,3,5,7,15,10,31,20,51
CULPINA,talla para la edad (t/e),talla baja (tb),2009-02-01,12,24,46,29,70,81,128,134,262
CURAHUARA DE CARANGAS,talla para la edad (t/e),talla baja (tb),2009-02-01,9,5,9,6,7,4,25,15,40
CURVA,talla para la edad (t/e),talla baja (tb),2009-02-01,5,5,9,4,15,9,29,18,47
DESAGUADERO,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,4,2,2,3,8,7,15
EL ALTO,talla para la edad (t/e),talla baja (tb),2009-02-01,359,276,311,267,307,304,977,847,1824
EL CHORO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,1,1,1,3,2,5
EL PUENTE(STC),talla para la edad (t/e),talla baja (tb),2009-02-01,5,3,6,11,10,23,21,37,58
EL PUENTE(TJA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,10,9,9,17,19,28,47
EL TORNO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,10,7,11,14,25,22,47
EL VILLAR,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,4,5,36,33,44,39,83
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,16,12,18,24,38,38,76
ENTRE RIOS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,4,10,4,11,7,25,15,40
EUCALIPTUS,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,8,7,11,17,20,26,46
EUREKA (SANTOS MERCADO),talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,2,2,3,3,5,8
EXALTACION,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,0,2,1,3,1,4
FERNANDEZ ALONSO,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,1,0,12,17,20,21,41
FILADELFIA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,0,0,0,0,1,0,1
GENERAL SAAVEDRA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,7,2,8,10,21,17,38
GRAL. J.J. PEREZ (CHARAZANI),talla para la edad (t/e),talla baja (tb),2009-02-01,5,0,8,6,13,23,26,29,55
GUANAY,talla para la edad (t/e),talla baja (tb),2009-02-01,2,5,10,8,9,12,21,25,46
GUAQUI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,5,1,2,1,7,3,10
GUAYARAMERIN,talla para la edad (t/e),talla baja (tb),2009-02-01,11,9,9,22,12,16,32,47,79
GUTIERREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,1,4,7,15,12,22,34
HUACARETA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,9,5,12,22,27,32,59
HUACAYA (VILLA DE HUACAYA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,6,0,8,8
HUACHACALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,2,0,1,0,4,0,4
HUANUNI,talla para la edad (t/e),talla baja (tb),2009-02-01,20,16,13,13,14,21,47,50,97
HUARACAJE,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,1,2,1,2,4,4,8
HUAYLLAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,3,3,4,3,7,7,14
ICHOCA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,8,5,11,8,22,15,37
ICLA,talla para la edad (t/e),talla baja (tb),2009-02-01,18,13,32,28,116,136,166,177,343
INCAHUASI,talla para la edad (t/e),talla baja (tb),2009-02-01,34,33,51,49,151,158,236,240,476
INGAVI (HUMAITA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,3,2,3,2,5
INQUISIVI,talla para la edad (t/e),talla baja (tb),2009-02-01,6,8,7,4,11,8,24,20,44
IRUPANA (VILLA DE LANZA),talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,3,3,5,7,10,13,23
IXIAMAS,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,1,2,1,3,4,8,12
JESUS DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,5,9,6,25,20,49,31,80
LA ASUNTA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,4,4,4,6,10,13,23
LA GUARDIA,talla para la edad (t/e),talla baja (tb),2009-02-01,17,19,22,20,23,23,62,62,124
LA PAZ,talla para la edad (t/e),talla baja (tb),2009-02-01,220,138,202,123,214,197,636,458,1094
LAGUNILLAS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,9,6,7,21,19,31,35,66
LAJA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,1,1,7,9,9,12,21
LAS CARRERAS,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,1,5,13,9,18,16,34
LICOMA PAMPA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,0,3,1,8,4,13,5,18
LLALLAGUA,talla para la edad (t/e),talla baja (tb),2009-02-01,12,20,20,17,23,21,55,58,113
LLICA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,1,2,3,5,4,8,12
LORETO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,1,0,3,0,3
LURIBAY,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,13,2,16,13,35,17,52
MACHACAMARCA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,2,4,0,6,2,8
MACHARETI,talla para la edad (t/e),talla baja (tb),2009-02-01,5,0,6,2,8,10,19,12,31
MAGDALENA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,3,0,3,0,6,6
MAIRANA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,3,4,9,6,12,18
MALLA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,3,11,6,22,18,36,27,63
MAPIRI,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,2,8,8,5,12,16,28
MECAPACA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,4,11,2,7,4,25,10,35
MINEROS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,3,5,4,9,4,17,11,28
MIZQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,13,15,26,34,36,33,75,82,157
MOCOMOCO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,5,12,26,18,39,34,73
MOJINETE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,2,0,2,0,5,5
MOJOCOYA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,4,12,10,15,22,31,36,67
MONTEAGUDO,talla para la edad (t/e),talla baja (tb),2009-02-01,11,3,12,11,49,45,72,59,131
MONTERO,talla para la edad (t/e),talla baja (tb),2009-02-01,12,6,19,14,29,31,60,51,111
MORO MORO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,1,1,0,1,1,2
MOROCHATA,talla para la edad (t/e),talla baja (tb),2009-02-01,16,20,32,47,35,36,83,103,186
NACEBE (SANTA ROSA DEL ABUNA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,2,0,4,4
NUEVO MANOA (NUEVA ESPERANZA),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,0,0,1,2,1,3
OCURI,talla para la edad (t/e),talla baja (tb),2009-02-01,34,35,60,61,71,59,165,155,320
OKINAWA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,0,1,2,3,2,5
OMEREQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,2,2,3,3,5,5,10
ORURO,talla para la edad (t/e),talla baja (tb),2009-02-01,95,73,120,94,67,47,282,214,496
PADCAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,7,2,1,3,9,6,15
PADILLA,talla para la edad (t/e),talla baja (tb),2009-02-01,9,3,12,11,50,55,71,69,140
PAILON,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,3,0,7,4,11,6,17
PALCA,talla para la edad (t/e),talla baja (tb),2009-02-01,6,2,2,1,2,2,10,5,15
PALOS BLANCOS,talla para la edad (t/e),talla baja (tb),2009-02-01,11,8,16,15,8,25,35,48,83
PAMPA AULLAGAS,talla para la edad (t/e),talla baja (tb),2009-02-01,8,2,6,2,11,7,25,11,36
PAMPA GRANDE,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,1,1,5,5,9,6,15
PAPEL PAMPA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,1,1,2,0,3,1,4
PASORAPA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,4,3,4,3,9,12
PATACAMAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,3,5,1,1,0,1,4,7,11
PAZÑA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,2,5,3,8,5,13
PELECHUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,5,8,7,3,9,10,21,21,42
POCOATA,talla para la edad (t/e),talla baja (tb),2009-02-01,41,38,61,67,62,56,164,161,325
POCONA,talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,4,4,11,12,17,18,35
POJO (CBBA),talla para la edad (t/e),talla baja (tb),2009-02-01,6,7,5,12,17,8,28,27,55
POOPO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,3,5,5,3,11,8,19
PORCO,talla para la edad (t/e),talla baja (tb),2009-02-01,6,5,3,7,2,6,11,18,29
POROMA,talla para la edad (t/e),talla baja (tb),2009-02-01,16,17,26,19,47,41,89,77,166
PORONGO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,0,1,0,0,0,2,2
PORTACHUELO,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,6,1,12,3,18,6,24
PORVENIR,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,4,0,2,1,7,2,9
POTOSI,talla para la edad (t/e),talla baja (tb),2009-02-01,111,55,111,73,107,111,329,239,568
PRESTO,talla para la edad (t/e),talla baja (tb),2009-02-01,12,8,25,18,76,43,113,69,182
PUCARA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,0,1,0,1
PUCARANI,talla para la edad (t/e),talla baja (tb),2009-02-01,12,12,11,11,15,28,38,51,89
PUERTO ACOSTA,talla para la edad (t/e),talla baja (tb),2009-02-01,15,8,13,19,14,22,42,49,91
PUERTO CARABUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,2,16,8,16,26,36,36,72
PUERTO GONZALO MORENO,talla para la edad (t/e),talla baja (tb),2009-02-01,7,2,5,1,10,18,22,21,43
PUERTO PEREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,1,1,1,2
PUERTO RICO,talla para la edad (t/e),talla baja (tb),2009-02-01,4,0,6,3,0,1,10,4,14
PUERTO SILES,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,5,4,4,2,9,8,17
PUERTO SUAREZ,talla para la edad (t/e),talla baja (tb),2009-02-01,6,4,3,1,0,3,9,8,17
PUERTO VILLARROEL,talla para la edad (t/e),talla baja (tb),2009-02-01,56,32,57,55,59,84,172,171,343
PUNA,talla para la edad (t/e),talla baja (tb),2009-02-01,38,27,63,52,102,93,203,172,375
PUNATA,talla para la edad (t/e),talla baja (tb),2009-02-01,7,5,12,18,15,10,34,33,67
QUIABAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,4,3,10,6,14,10,24
QUILLACOLLO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,7,1,3,8,18,13,31
QUIME,talla para la edad (t/e),talla baja (tb),2009-02-01,4,1,6,7,7,7,17,15,32
QUIRUSILLAS,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,2,0,2,0,2
RAVELO,talla para la edad (t/e),talla baja (tb),2009-02-01,20,18,59,41,93,80,172,139,311
REYES,talla para la edad (t/e),talla baja (tb),2009-02-01,1,7,4,5,8,8,13,20,33
RIBERALTA,talla para la edad (t/e),talla baja (tb),2009-02-01,33,31,59,49,24,25,116,105,221
ROBORE,talla para la edad (t/e),talla baja (tb),2009-02-01,2,3,1,3,1,0,4,6,10
RURRENABAQUE,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,0,1,0,1,1
SABAYA,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,4,2,2,4,7,6,13
SACABA,talla para la edad (t/e),talla baja (tb),2009-02-01,23,22,45,34,42,30,110,86,196
SACABAMBA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,4,10,10,16,18,29,47
SACACA,talla para la edad (t/e),talla baja (tb),2009-02-01,74,105,110,97,225,261,409,463,872
SAIPINA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,0,1,0,1,0,1
SALINAS DE GARCI MENDOZA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,9,10,7,17,13,31,29,60
SAMAIPATA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,1,5,2,5,5,10,8,18
SAN AGUSTIN,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,1,0,1,1,3,1,4
SAN ANDRES,talla para la edad (t/e),talla baja (tb),2009-02-01,1,0,2,0,0,1,3,1,4
SAN ANDRES DE MACHACA,talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,0,2,1,3,1,5,6
SAN ANTONIO DE ESMORUCO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,4,2,4,5,7,10,15,25
SAN ANTONIO DE LOMERIO,talla para la edad (t/e),talla baja (tb),2009-02-01,1,1,7,5,11,17,19,23,42
SAN BENITO,talla para la edad (t/e),talla baja (tb),2009-02-01,10,4,6,8,11,15,27,27,54
SAN BORJA,talla para la edad (t/e),talla baja (tb),2009-02-01,10,11,12,10,11,15,33,36,69
SAN BUENA VENTURA,talla para la edad (t/e),talla baja (tb),2009-02-01,4,3,2,2,15,11,21,16,37
SAN CARLOS,talla para la edad (t/e),talla baja (tb),2009-02-01,3,2,1,2,5,3,9,7,16
SAN IGNACIO,talla para la edad (t/e),talla baja (tb),2009-02-01,8,7,13,12,14,27,35,46,81
SAN IGNACIO DE VELASCO,talla para la edad (t/e),talla baja (tb),2009-02-01,3,0,8,1,10,5,21,6,27
SAN JAVIER(BNI),talla para la edad (t/e),talla baja (tb),2009-02-01,0,0,3,3,0,0,3,3,6
SAN JAVIER(STC),talla para la edad (t/e),talla baja (tb),2009-02-01,2,2,1,3,1,2,4,7,11
SAN JOAQUIN,talla para la edad (t/e),talla baja (tb),2009-02-01,1,2,0,0,3,1,4,3,7
SAN JOSE DE CHIQUITOS,talla para la edad (t/e),talla baja (tb),2009-02-01,8,4,5,4,3,2,16,10,26
SAN JUAN DE YAPACANI,talla para la edad (t/e),talla baja (tb),2009-02-01,0,2,5,0,1,0,6,2,8
