,group,variable,month,a. 10 - 14 años,a. 10 - 14 años,b. 15 - 19 años,b. 15 - 19 años,c. 20 - 39 años,c. 20 - 39 años,d. 40 - 49 años,d. 40 - 49 años,e. 50 - 59 años,e. 50 - 59 años,TOTALES,TOTALES,TOTALES
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,11,1,128,16,8,3,0,0,147,20,167
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,3,0,0,0,0,0,3,0,3
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,1,0,5,0,20,0,0,0,0,0,26,0,26
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,2,0,6,0,70,7,14,0,0,0,92,7,99
TACOBAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,0,1,0,0,0,0,0,1,1
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,2,0,1,0,0,0,0,0,3,0,3
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,13,0,1,0,0,0,14,0,14
TOMINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,6,0,0,0,0,0,6,0,6
TURCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,1,0,0,0,0,0,1,0,1
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,2,0,1,0,0,0,3,0,3
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,0,0,0,0,0,0,1,0,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,7,0,0,0,0,0,7,0,7
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,2,0,3,0,52,0,3,0,0,0,60,0,60
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,1,0,19,0,1,0,0,0,21,0,21
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,1,9,4,0,1,0,0,9,6,15
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,20,1,2,0,0,0,22,1,23
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-10-01,0,0,0,0,20,0,0,0,0,0,20,0,20
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,7,0,1,0,0,0,8,0,8
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,5,0,0,0,0,0,6,0,6
BUENA VISTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAMIRI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,3,0,0,0,0,0,4,0,4
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,17,0,0,0,0,0,17,0,17
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,3,0,0,0,0,0,3,0,3
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,19,2,7,0,0,0,28,2,30
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,11,0,0,0,0,0,11,0,11
COMARAPA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,0,1,0,1,0,0,0,2,2
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,5,0,1,0,0,0,6,0,6
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,3,0,34,2,1,0,0,0,38,2,40
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,1,0,0,0,0,0,2,0,2
ESCOMA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,5,0,0,0,0,0,5,0,5
INCAHUASI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,0,0,1,1,0,0,1,1,2
LA ASUNTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,5,0,0,0,0,0,5,0,5
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,40,0,1,0,0,0,43,0,43
LLALLAGUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,2,0,0,0,0,0,3,0,3
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,0,3,0,0,0,0,0,3,3
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,6,0,0,0,0,0,6,0,6
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,21,0,1,0,0,0,22,0,22
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,1,0,0,0,3,0,3
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,25,0,1,0,0,0,27,0,27
PUNATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
ROBORE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,1,0,0,0,0,0,2,0,2
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,1,0,0,0,0,0,3,0,3
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,16,0,1,0,0,0,19,0,19
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,6,0,0,0,0,0,6,0,6
SAN LORENZO(PND),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,1,0,0,0,0,0,0,0,0,0,1,0,1
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN MATIAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,17,0,109,28,7,0,0,0,133,28,161
SANTA ROSA DEL SARA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,1,1,1,0,0,0,0,1,2,3
SENA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,1,0,8,0,0,0,0,0,9,0,9
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,1,0,7,0,39,0,2,0,0,0,49,0,49
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,1,0,0,0,0,0,1,0,1
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,3,1,0,0,0,0,3,1,4
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,4,0,0,0,0,0,4,0,4
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,5,0,0,0,0,0,7,0,7
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,2,0,5,0,0,0,0,0,7,0,7
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,2,0,0,0,0,0,2,0,2
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,3,0,10,0,1,0,0,0,14,0,14
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,1,5,4,0,20,0,0,0,0,0,25,5,30
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,3,0,10,0,1,0,0,0,14,0,14
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,6,0,0,0,0,0,6,0,6
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-11-01,0,0,0,0,4,0,0,0,0,0,4,0,4
AIQUILE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,2,0,1,0,0,0,3,0,3
ASCENCION DE GUARAYOS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,3,0,0,0,0,0,3,0,3
BERMEJO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,0,0,1,0,0,0,1,0,1
BUENA VISTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
CAPINOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,11,0,0,0,0,0,11,0,11
CHALLAPATA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,3,0,0,0,0,0,4,0,4
CHULUMANI (V. DE LA LIBERTAD),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,3,0,0,0,0,0,3,0,3
CLIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,3,0,0,0,0,0,3,0,3
COCHABAMBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,22,1,1,3,0,0,24,4,28
COLCAPIRHUA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,8,0,0,0,0,0,9,0,9
CONCEPCION,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,30,0,0,0,0,0,31,0,31
COROICO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,2,0,0,0,0,0,3,0,3
EL ALTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,1,0,1,0,37,0,3,0,0,0,42,0,42
EL TORNO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,1,0,2,0,3,0,0,0,0,0,6,0,6
ENTRE RIOS CBBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,5,0,0,0,0,0,6,0,6
GUAYARAMERIN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
HUANUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
LA GUARDIA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,4,0,0,0,0,0,5,0,5
LA PAZ,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,5,0,112,1,4,0,0,0,121,1,122
MIZQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,2,0,0,0,0,0,2,0,2
MONTEAGUDO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,3,0,0,0,0,0,4,0,4
MONTERO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,2,1,7,1,7,0,0,3,16,19
ORURO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,19,0,0,0,0,0,19,0,19
PAILON,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,2,0,6,0,1,0,0,0,9,0,9
PATACAMAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
POTOSI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,2,0,10,3,0,0,0,0,12,3,15
PUERTO VILLARROEL,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,111,0,0,0,0,0,0,0,0,0,111,111
QUILLACOLLO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,26,0,1,0,0,0,28,0,28
RURRENABAQUE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,5,0,0,0,0,0,5,0,5
SACABA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,1,0,0,0,9,0,1,0,0,0,11,0,11
SAIPINA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SAN IGNACIO DE VELASCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,2,0,1,0,0,0,3,0,3
SAN JULIAN,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,9,0,1,0,0,0,10,0,10
SAN LUCAS,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,0,1,0,0,0,0,0,1,1
SANTA ANA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,1,0,0,0,0,1,1,2
SANTA CRUZ DE LA SIERRA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,10,1,81,33,9,1,0,0,100,35,135
SHINAOTA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,3,0,16,0,1,0,0,0,20,0,20
SUCRE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,46,0,1,0,0,0,47,0,47
TARABUCO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,1,0,0,0,3,0,1,0,0,0,5,0,5
TARIJA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,4,0,0,0,0,0,4,0,4
TIQUIPAYA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,9,0,0,0,0,0,10,0,10
TOTORA(CBBA),salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,1,0,1,0,1,0,0,0,0,0,3,0,3
TRINIDAD,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,9,0,1,0,0,0,11,0,11
TUPIZA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,4,0,1,0,0,0,6,0,6
UYUNI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,3,1,0,0,0,0,4,1,5
VALLEGRANDE,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,1,0,0,0,0,0,1,0,1
VILLA MONTES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,7,0,0,0,0,0,8,0,8
VILLA TUNARI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,10,0,0,0,0,0,11,0,11
VINTO,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,2,0,16,0,1,0,0,0,19,0,19
WARNES,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,4,2,0,0,0,0,4,2,6
YACUIBA,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,0,0,3,0,0,0,0,0,3,0,3
YAPACANI,salud sexual y reproductiva,hemorragia de la primera mitad del embarazo (< 22 sem) aborto,2024-12-01,0,0,1,0,7,0,0,0,0,0,8,0,8
